int	string	string
角色id	角色名称	角色介绍
id	name	introduction
1001	苏珊	苏珊（主角），全家被德军屠杀的女孩，侥幸逃脱多年后，又因机缘而卷入了对德国元首的暗杀行动中。
1002	奥尔多	奥尔多（主角），美军陆军中尉，因需要戴罪立功而被派往德国进行一系列暗杀行动
1003	弗兰克	弗兰克（配角），当年执行屠杀行动的德国上校，是苏珊和奥尔多共同的复仇对象。
1004	戴瑞	戴瑞（主角），虔诚的基督徒、军医，因为信仰而拒绝拿起武器，但即使如此依然在冲绳岛上救出75个伤员。
1005	汤姆	汤姆（配角），戴瑞的上司，认为拒绝持枪的戴瑞是个懦夫，试图让军事法庭依此让戴瑞必须随身携带武器。
1006	拉里	拉里（配角），刚开始总是欺负“懦夫”戴瑞的新兵训练官，最后在战场上被戴瑞救回一命。
1007	巴克	巴克（主角），铁血真汉子，久经沙场的特种兵领袖，绝招是左轮连发。
1008	神秘雇主L	神秘雇主L（主角），伪装成CIA高官的保镖头子。
1009	克里斯	克里斯（配角），热血奔放的超一流雇佣军，善使飞刀，刀刀致命。
1010	杰伊	杰伊（配角），曾服役于某不可描述部队的亚洲人，有着过人的战术头脑。
1011	尼克	尼克（反派），冷血残酷，不择手段压榨着淳朴善良的员工。
1012	瑞克	瑞克（主角），在担任维和部队翻译时，偶然间将枪支倒卖给民间武装，这开启了他的军火生意生涯。
1013	伊芙	伊芙（主角），在非洲遇见瑞克后就爱上了他，两人迅速结婚并有了一个孩子，在她面前，瑞克是个完美的居家男人。
1014	拉瑞	拉瑞（配角），瑞克的弟弟，跟随哥哥一起贩卖军火，因无法忍受内心的谴责而吸毒，最终死于恐怖组织之手。
1015	本	本（配角），国际警察，恪尽职守想要将军火贩子瑞克绳之以法，最终却无法得到他想要的结果。
1016	尼克	尼克（配角），同样作为军火贩子的他视后起之秀瑞克为眼中钉。
1017	奥克特	奥科特（主角），德国商人，本意利用二战大发战争财，却出于良知与人性散尽家财庇护了1100多的犹太人。
1018	爱丽	爱丽（主角），犹太小女孩，她的父亲请求奥克特从无情的屠杀中挽救她的生命。
1019	汉斯	汉斯（反派），党卫军军官，负责奥科特所在地区的集中营。
1020	达瑞	达瑞（主角），普通的空降师士兵，三个兄长都在战争中阵亡，因此指挥部希望将其撤出前线。
1021	汤姆	汤姆（主角），接受寻找达瑞任务的上尉，在他心里军令如山，从未考虑任务值得与否的问题。
1022	科曼	科曼（配角），平时言语不多的最忠实的下属，在最后的战役中保护了吉斯和达瑞。
1023	约翰	约翰（配角），从一开始就不满这次任务的意义，但是还是选择了服从。
1024	吉斯	吉斯（配角），和许多老百姓一样，害怕战争、畏惧战争，胆小懦弱，因为他而导致两名战友的身亡。
1025	米勒	米勒（主角），一名英国陆军士兵，在炮火中勉强逃出小镇，却不得不听天由命得被困在敦刻尔克海滩。
1026	墨菲	墨菲（配角），被潜艇击沉所乘船只的海军士兵，落水后被英国民用船只救起，重返敦刻尔克。
1027	科林	科林（配角），皇家空军成员，其驾驶的战斗机被德军飞机围攻，最后燃油耗尽而被俘。
1028	阿尔	阿尔（主角），深爱着自己的马，即使无法应征入伍，也要踏上寻找爱马的旅途。
1029	乔	乔（主角），一匹聪慧机敏，对阿尔有着深厚感情的战马。
1030	军官	军官（配角），乔的第二任主人，他对乔的热爱丝毫不逊于阿尔。
1031	麦克	麦克（主角），在战争中身受重伤却依然想赶回故乡，只为见心爱的艾琳一面。
1032	艾琳	艾琳（主角），内战爆发摧毁了自己的生活，只能希望一切尽快结束，麦克能尽快回到自己身边。
1033	西蒙	西蒙（主角），弹无虚发的精英狙击手，然而在一次保卫战中却遇到了真正的对手。
1034	伊格莱茵	伊格莱茵（主角），由西蒙教导的女狙击兵，并在残酷的生存环境中逐渐走到了一起。
1035	丹尼	丹尼（配角），文宣部军官，成功塑造出西蒙的英雄形象，同时也是西蒙的情敌。
1036	瑞克曼	瑞克曼（配角），德军司令，在得知战场上西蒙的神勇后派出己方精英狙击手。
1037	克洛泽	克洛泽（反派），作为德军狙击学校校长，励志要在战场上与西蒙一决高下。
1038	比尔	比尔（主角），19岁加入伊拉克战争，在一次意外中成为大众的焦点从而被召回本土进行巡回宣传。
1039	凯茜	凯茜（主角），比尔的姐姐，一直背负着“弟弟当初参军是因为自己”的愧疚，当比尔回到美国后真情地希望他不要重回战场。
1040	班长	班长（配角），比尔所在的B班班长，他是兄弟们的大哥、导师、模范与理性的代表，他希望比尔能回到伊拉克重新加入战斗。
1041	经纪人	经纪人（配角），对他来说利益最大化是他追求的目标，当目标没有了利益价值，他就会转移目标。
1042	菲比	菲比（配角），橄榄球队啦啦队长，虽然矫情且自欺，但内心不乏强大的思想。
1043	杰夫	杰夫（主角），从小驾驶飞机，二战后加入空军，结识了艾芙琳并迅速坠入爱河。
1044	尼克	尼克（主角），杰夫的死党，一起加入美国空军，在知道雷夫生死未卜后，与艾芙琳产生了感情
1045	艾弗琳	艾芙琳（主角），军中护士，与杰夫迅速坠入爱河。
1046	指挥官	指挥官（配角），在欧洲战线吃紧后，决定增派人手至前线，而杰夫就是其中之一。
1047	沃特	沃特（主角），退伍军人，被雇佣训练迅猛龙，在最后带领自己的迅猛龙们围剿大肆破坏的狂暴龙。
1048	克拉丽丝	克拉丽丝（主角），恐龙公园的运营主管，为了吸引游客而下令制造首个转基因恐龙。
1049	马克	马克（配角），亿万富翁，买下一手建起恐龙公园的基因科技公司。
1050	迅猛龙小蓝	迅猛龙小蓝（配角），拥有自主思想的天赋卓绝的迅猛龙，并与沃特建立起了感情。
1051	石川	石川（主角），着眼于生存为第一优先的小人物，最终被人性感动，竭尽全力保护了其他人。
1052	秀秀	秀秀（主角），石川的女儿，与父亲疏离，心灵纯净，道德观念清晰。
1053	朱谭	朱谭（配角），体格健硕的摔跤手，在这场灾难中竭力保护弱小，帮助其他人逃出生天。
1054	崔远	崔远（反派），自私的政府高官，一切只以自己的利益为第一优先，抛弃民众蒙骗百姓只为自己能够活下来。
1055	乔治	乔治（主角），靠赌博赢得船票，又因救了罗莎一命而相识相爱。
1056	罗莎	罗莎（主角），准备与自己兴趣完全不符的未婚夫结婚，却遇到了真命天子乔治。
1057	马特	马特（主角），带着年幼儿子一同困在超市中的画家，为了拯救自己和别人，做出了很多努力。
1058	玛莎	玛莎（反派），宗教狂热分子，在灾难中宣称用一些人的牺牲可以抚平神的怒火，从而换来安宁。
1059	斯坦	斯坦（配角），在愤怒中被众人处死的军人。
1060	山姆	山姆（主角），冷静聪明有担当，在两个发动机全部故障的情况下沉着处理，最终完成迫降，拯救了机上的155条生命。
1061	苏珊	苏珊（配角），山姆的妻子，对丈夫有着模糊不明确的情感。
1062	卡尔	卡尔（配角），山姆的搭档，虽然在事故中山姆占据了主导地位，但他也起到了关键的作用。
1063	卡森	卡森（配角），安全部门调查员，用近乎吹毛求疵的方式复盘整个事故。
1064	民赫	民赫（主角），为了讨生活而战战兢兢活着的药厂销售，在妻女被铁线虫感染危在旦夕时，不得不踏上寻找救命药剂的道路。
1065	慧珍	慧珍（配角），民赫贤惠的妻子，即使在不幸被感染时，依然用坚强的意志对抗着病毒。
1066	民在	民在（配角），沉迷股票的不靠谱警察，直接导致了哥哥民赫的困难处境，不过却意外发现了铁线虫事件的真相。
1067	丽丽	丽丽（配角），民赫可爱的女儿，也不幸感染了铁线虫命悬一线。
1068	艾克特	艾克特（主角），见证了超大型巨人打破围墙的恐怖一幕，自己的母亲也因此而丧命，所以立志加入兵团为母亲复仇。
1069	米娅	米娅（主角），艾克特和诺德的青梅竹马，平时冷静异常，但如果艾克特身陷危险便会不顾一切。
1070	诺德	诺德（主角），聪颖而谨慎，是三个人中的头脑担当，经常可以很快分析出当前局面的破局点。
1071	威利	威利（主角），才华横溢的病原体学者，唯一一个没被病毒感染的人类，顽强地生活在陷落的曼哈顿。
1072	萨姆	萨姆（主角），三岁大的德国牧羊犬，是威利最忠诚的伙伴。
1073	安娜	安娜（配角），病毒免疫者之一，在听到威利的广播后来到曼哈顿。
1074	感染者	感染者（反派），被病毒感染后变异的人类。
1075	理查德	理查德（主角），海洋生物学家，与警长和猎手一起下海猎杀了吃人的鲨鱼。
1076	汉克	汉克（配角），出名的捕鱼能手，在猎杀鲨鱼的过程中不幸丧生鱼腹。
1077	杰姆	杰姆(配角），警察局长，依靠神准的枪法击中鲨鱼口中的氧气罐，将鲨鱼炸成两半。
1078	蕾娜	蕾娜（主角），商运飞船的飞行官，在整个事件中一直保持着冷静的头脑，最终逃出生天。
1079	外星生物	外星生物（主角），只以生存为唯一目的的纯粹生命体，没有人类的非理性和随机行为，生存力逆天。
1080	吉姆	吉姆（配角），机械人科学官，为了上级的命令而私自携带一颗异形卵上飞船，导致了后面的悲剧。
1081	肯	肯（配角），飞船副官，被抱脸虫骑脸，从而成为第一个孵化出异形的人类。
1082	瑞恩	瑞恩（主角），曾经在联合国任职的最出色的探员，为了家人而放弃工作，在僵尸潮爆发后为了家人和世界，去病毒的源头探寻真相。
1083	弗兰克	弗兰克（配角），病毒学博士，与瑞恩一同出发寻找解除危机的方法。
1084	丽兹	丽兹（配角），特种兵，负责保护瑞恩和弗兰克博士，被僵尸咬到后当机立断，切断自己的一条手臂。
1085	科林	科林（主角），末节车厢起义的领导者，兼具霸气与坚毅。
1086	民浩	民浩（主角），沉着冷静的开锁专家，虽然他衣衫褴褛，但眼神却比任何人都坚定。
1087	马丁	马丁（配角），末节车厢的智者，但对马上到来的起义和斗争却有些犹豫。
1088	威尔	威尔（反派），隐没在黑暗中的终极Boss，透露着强大而神秘的威慑力。
1089	马库斯	马库斯（主角），学识渊博，但最终为自己的自以为是付出代价。
1090	内特	内特（主角），老式规范，企图通过科学手段来反抗邪恶。
1091	安娜	安娜（主角），身材劲爆，性感，一直以来过着天真无忧的生活。
1092	克里斯	克里斯（主角），淳朴，人缘好，在同伴相继死亡后，学会了如何对抗邪恶。
1093	理查德	理查德（主角），在经济大萧条期间做过各种工作，甚至进过精神病院和监狱，但依然信心十足。
1094	莉莉	莉莉（主角），失去双亲的孤女，后来因为偷了一个面包而被捕，在结识理查德后，与其一同逃离这个城市。
1095	恰克	恰克（配角），拼命压榨理查德的工厂老板。
1096	梅	梅（主角），向往着钓到金龟婿的交际花，每天都希望着用物质的刺激忘记过去，最终却在一个穷作家那里找到了真爱。
1097	乔治	乔治（主角），梅的新邻居，梦想着能成为大作家，却不得不依赖有钱女人的馈赠为生。
1098	玛丽	玛丽（配角），资助着乔治的富婆，欣赏乔治的才华。
1099	马丁	马丁（配角），一位牧场兽医，希望梅能回归自己身边，但最后还是放手让她去过自己的生活。
1100	汤姆	汤姆（主角），在妻子度假期间，对楼上的女房客产生了某些非分之想。
1101	露娜	露娜（主角），风姿绰约、性感撩人，因为一台不制冷的风扇所以贪恋汤姆家的冰箱。
1102	杰瑞	杰瑞（配角），心理医生，引诱汤姆付高价在自己这里诊治他的妄想症。
1103	约翰	约翰（主角），黑帮老大文森特的手下，被赋予一个新的任务，陪同老大的妻子出门游玩一晚。
1104	马歇尔	马歇尔（主角），约翰的伙伴，有着自己的道德标准，准备放弃杀手生活而去追求真理。
1105	文森特	文森特（主角），黑帮老大，用自己的妻子去验证手下的忠诚度。
1106	莱娜	莱娜（主角），文森特的妻子，在与约翰独处的一晚上，拼命诱惑约翰。
1107	杰森	杰森（主角），地下拳手，在一场拳赛中活活打死了对手从而得罪了文森特。
1108	埃文	埃文（主角），出生于中产阶级家庭的青年诗人，有着极高的艺术天赋和创作热情，独自来到巴黎闯荡。
1109	瑟琳娜	瑟琳娜（主角），人称“闪亮的钻石”的舞女，有着不堪回首的过去，渴望成为真正的大明星。
1110	杰克	杰克（配角），小有名气的画家，并有着一群以他为首的放荡不羁的艺术家群体。
1111	汤姆	汤姆（配角），红磨坊经理，希望通过瑟琳娜的吸引力，使得红磨坊成功改变为剧院。
1112	卡尔	卡尔（反派），红磨坊常客，拜倒在瑟琳娜的石榴裙下，不惜大动干戈也要毁掉埃文和瑟琳娜之间的感情。
1113	康纳	康纳（主角），为了生活而在一支翻唱乐队中表演的爵士钢琴家，后与爱玛成为恋人。
1114	爱玛	爱玛（主角），餐厅服务员，但怀揣着成为出色女演员的梦想，在认识康纳后相互吸引成为恋人。
1115	玛格特	玛格特（主角），公司高管，因为签证问题面临被遣返的窘境，因此决定通过假结婚来保留自己的工作。
1116	亚历克斯	亚历克斯（主角），初出茅庐的大学生，作为玛格特的助理，被玛格特选为假结婚的对象。
1117	山姆	山姆（配角），亚历克斯的父亲，与儿子不合，看不起儿子在纽约的工作，希望其能留在身边帮助自己的家族事业。
1118	艾尔莎	艾尔莎（配角），亚历克斯的奶奶，家中的老大，对于亚历克斯带着女朋友回家抱有无限热情。
1119	汉森	汉森（配角），移民局官员，嗅出了玛格特假结婚的征兆，而跟随他们回到亚历克斯的家乡进行监视。
1120	维多利亚	维多利亚（主角），当红女星，却爱上了身份地位相差悬殊的瑞克。
1121	瑞克	瑞克（主角），离异的书店店主，尽管卖的全是旅行书，但从未离开自己的家乡。
1122	文森	文森（配角），狗仔队，在认出与瑞克约会的维多利亚后，给后者带来了极大的压力。
1123	塔克	塔克（主角），麻木而不甘堕落的出租车司机，阴差阳错下，成为了这个黑暗社会的英雄。
1124	贝蒂	贝蒂（配角），总统候选人的秘书，拒绝了塔克的追求而引发了后续一系列事件。
1125	爱丽丝	爱丽丝（配角），未成年却被逼入歧途的少女，被塔克误打误撞而解救。
1126	内特	内特（主角），完美主义者，高IQ低EQ的典范，认为自己是万能且无法被超越的。
1127	谢波德	谢波德（主角），有着较为正常EQ的理工科男，善良朴实，与贝蒂有着不可言说的暧昧。
1128	瓦德	瓦德（主角），自认情场高手其实屡战屡败，在4个高材生中学历最低（硕士），因此经常被嘲笑。
1129	拉瑞	拉瑞（主角），孤单的单身印度男生，因为文化背景、个性特点经常闹出笑话。
1130	贝蒂	贝蒂（主角），智商普通但是社交能力健全的金发美女，与4个高智商科学家一起打交道的日子里逐渐变得生动可爱。
1131	尼克	尼克（主角），在一次放羊中认识比尔并互相爱慕，迫于社会压力与海伦结婚后依然每年背地里与比尔见面。
1132	比尔	比尔（主角），健谈且骑术高超的牛仔，依靠妻子家族的扶持而事业蒸蒸日上。
1133	艾尔莎	艾尔莎（配角），虽然帮助比尔的事业，但与比尔貌合神离，并不知道比尔的真实想法，
1134	海伦	海伦（配角），尼克的青梅竹马，后与尼克结婚，但不久发现了尼克和比尔的感情，最终离婚。
1135	恩瑞	恩瑞（主角），典型的花花公子，但一次在咖啡馆的邂逅，改变了他的平静生活。
1136	妮可	妮可（主角），拥有丰满娇韵的身材，如瀑般的金发，但不幸的是，她同时也拥有着一种罕见的失忆症。
1137	萨沙	萨沙（配角），咖啡店的老板，给了恩瑞很多有用的信息。
1138	杰克	杰克（配角），妮可的父亲，不信任恩瑞会对失忆的妮可付出真情。
1139	迪伦	迪伦（主角），大学教授，收留了小九后与小九建立起深厚的感情。
1140	小九	小九（主角），在被收留后每天与迪伦一起散步，在迪伦突然去世后依然一直坚守在迪伦每天乘车的公交站。
1141	琼	琼（配角），迪伦的妻子，一开始反对收养小九，但在被迪伦和小九的感情温暖后，慢慢接受了小九。
1142	爱丽丝	爱丽丝（主角），一位年轻的售货小姐，心中向往着摄影师的工作，邂逅了优雅的已婚女性蕾切尔，并爱上了对方。
