int	string	string	string
id	建筑名称	建筑作用	升级效果
id	name	effect_tips	level_tips
1001	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1002	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1003	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1004	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1005	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1006	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1007	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1008	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1009	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1010	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1011	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1012	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1013	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1014	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1015	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1016	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1017	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1018	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1019	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1020	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1021	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1022	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1023	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1024	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1025	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1026	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1027	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1028	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1029	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1030	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1031	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1032	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1033	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1034	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1035	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1036	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1037	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1038	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1039	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1040	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1041	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1042	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1043	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1044	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1045	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1046	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1047	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1048	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1049	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
1050	电影院	解锁“放映”功能	提升电影上映时间和下映后的持续收益
2001	摄影棚	解锁“拍摄”功能	提升电影的属性
2002	摄影棚	解锁“拍摄”功能	提升电影的属性
2003	摄影棚	解锁“拍摄”功能	提升电影的属性
2004	摄影棚	解锁“拍摄”功能	提升电影的属性
2005	摄影棚	解锁“拍摄”功能	提升电影的属性
2006	摄影棚	解锁“拍摄”功能	提升电影的属性
2007	摄影棚	解锁“拍摄”功能	提升电影的属性
2008	摄影棚	解锁“拍摄”功能	提升电影的属性
2009	摄影棚	解锁“拍摄”功能	提升电影的属性
2010	摄影棚	解锁“拍摄”功能	提升电影的属性
2011	摄影棚	解锁“拍摄”功能	提升电影的属性
2012	摄影棚	解锁“拍摄”功能	提升电影的属性
2013	摄影棚	解锁“拍摄”功能	提升电影的属性
2014	摄影棚	解锁“拍摄”功能	提升电影的属性
