int	string	string	string
id	建筑名称	建筑作用	升级效果
id	name	effect_tips	level_tips
1001			
1002			
1003			
1004			
1005			
1006			
1007			
1008			
1009			
1010			
1011			
1012			
1013			
1014			
1015			
1016			
1017			
1018			
1019			
1020			
1021			
1022			
1023			
1024			
1025			
1026			
1027			
1028			
1029			
1030			
1031			
1032			
1033			
1034			
1035			
1036			
1037			
1038			
1039			
1040			
1041			
1042			
1043			
1044			
1045			
1046			
1047			
1048			
1049			
1050			
2001			
2002			
2003			
2004			
2005			
2006			
2007			
2008			
2009			
2010			
2011			
2012			
2013			
2014			
2015			
2016			
2017			
2018			
2019			
2020			
2021			
2022			
2023			
2024			
2025			
2026			
2027			
2028			
2029			
2030			
2031			
2032			
2033			
2034			
2035			
2036			
2037			
2038			
2039			
2040			
2041			
2042			
2043			
2044			
2045			
2046			
2047			
2048			
2049			
2050			
3001			
3002			
3003			
3004			
3005			
3006			
3007			
3008			
3009			
3010			
3011			
3012			
3013			
3014			
3015			
3016			
3017			
3018			
3019			
3020			
3021			
3022			
3023			
3024			
3025			
3026			
3027			
3028			
3029			
3030			
3031			
3032			
3033			
3034			
3035			
3036			
3037			
3038			
3039			
3040			
3041			
3042			
3043			
3044			
3045			
3046			
3047			
3048			
3049			
3050			
4001			
4002			
4003			
4004			
4005			
4006			
4007			
4008			
4009			
4010			
4011			
4012			
4013			
4014			
4015			
4016			
4017			
4018			
4019			
4020			
4021			
4022			
4023			
4024			
4025			
4026			
4027			
4028			
4029			
4030			
4031			
4032			
4033			
4034			
4035			
4036			
4037			
4038			
4039			
4040			
4041			
4042			
4043			
4044			
4045			
4046			
4047			
4048			
4049			
4050			
5001			
5002			
5003			
5004			
5005			
5006			
5007			
5008			
5009			
5010			
5011			
5012			
5013			
5014			
5015			
5016			
5017			
5018			
5019			
5020			
5021			
5022			
5023			
5024			
5025			
5026			
5027			
5028			
5029			
5030			
5031			
5032			
5033			
5034			
5035			
5036			
5037			
5038			
5039			
5040			
5041			
5042			
5043			
5044			
5045			
5046			
5047			
5048			
5049			
5050			
6001			
6002			
6003			
6004			
6005			
6006			
6007			
6008			
6009			
6010			
6011			
6012			
6013			
6014			
6015			
6016			
6017			
6018			
6019			
6020			
6021			
6022			
6023			
6024			
6025			
6026			
6027			
6028			
6029			
6030			
6031			
6032			
6033			
6034			
6035			
6036			
6037			
6038			
6039			
6040			
6041			
6042			
6043			
6044			
6045			
6046			
6047			
6048			
6049			
6050			
7001			
7002			
7003			
7004			
7005			
7006			
7007			
7008			
7009			
7010			
7011			
7012			
7013			
7014			
7015			
7016			
7017			
7018			
7019			
7020			
7021			
7022			
7023			
7024			
7025			
7026			
7027			
7028			
7029			
7030			
7031			
7032			
7033			
7034			
7035			
7036			
7037			
7038			
7039			
7040			
7041			
7042			
7043			
7044			
7045			
7046			
7047			
7048			
7049			
7050			
8001			
8002			
8003			
8004			
8005			
8006			
8007			
8008			
8009			
8010			
8011			
8012			
8013			
8014			
8015			
8016			
8017			
8018			
8019			
8020			
8021			
8022			
8023			
8024			
8025			
8026			
8027			
8028			
8029			
8030			
8031			
8032			
8033			
8034			
8035			
8036			
8037			
8038			
8039			
8040			
8041			
8042			
8043			
8044			
8045			
8046			
8047			
8048			
8049			
8050			
9001			
9002			
9003			
9004			
9005			
9006			
9007			
9008			
9009			
9010			
9011			
9012			
9013			
9014			
9015			
9016			
9017			
9018			
9019			
9020			
9021			
9022			
9023			
9024			
9025			
9026			
9027			
9028			
9029			
9030			
9031			
9032			
9033			
9034			
9035			
9036			
9037			
9038			
9039			
9040			
9041			
9042			
9043			
9044			
9045			
9046			
9047			
9048			
9049			
9050			
10001			
10002			
10003			
10004			
10005			
10006			
10007			
10008			
10009			
10010			
10011			
10012			
10013			
10014			
10015			
10016			
10017			
10018			
10019			
10020			
10021			
10022			
10023			
10024			
10025			
10026			
10027			
10028			
10029			
10030			
10031			
10032			
10033			
10034			
10035			
10036			
10037			
10038			
10039			
10040			
10041			
10042			
10043			
10044			
10045			
10046			
10047			
10048			
10049			
10050			
11001			
11002			
11003			
11004			
11005			
11006			
11007			
11008			
11009			
11010			
11011			
11012			
11013			
11014			
11015			
11016			
11017			
11018			
11019			
11020			
11021			
11022			
11023			
11024			
11025			
11026			
11027			
11028			
11029			
11030			
11031			
11032			
11033			
11034			
11035			
11036			
11037			
11038			
11039			
