int	string	string	string
ID|n|技能主ID*100+技能等级	英文名字	技能描述	英文效果文字
id	name	tips	effecttext
100101			
100102			
100103			
100104			
100105			
100106			
100107			
100108			
100109			
100110			
100111			
100112			
100113			
100114			
100115			
100116			
100117			
100118			
100119			
100120			
100201			
100202			
100203			
100204			
100205			
100206			
100207			
100208			
100209			
100210			
100211			
100212			
100213			
100214			
100215			
100216			
100217			
100218			
100219			
100220			
100301			
100302			
100303			
100304			
100305			
100306			
100307			
100308			
100309			
100310			
100311			
100312			
100313			
100314			
100315			
100316			
100317			
100318			
100319			
100320			
100401			
100402			
100403			
100404			
100405			
100406			
100407			
100408			
100409			
100410			
100411			
100412			
100413			
100414			
100415			
100416			
100417			
100418			
100419			
100420			
100501			
100502			
100503			
100504			
100505			
100506			
100507			
100508			
100509			
100510			
100511			
100512			
100513			
100514			
100515			
100516			
100517			
100518			
100519			
100520			
100601			
100602			
100603			
100604			
100605			
100606			
100607			
100608			
100609			
100610			
100611			
100612			
100613			
100614			
100615			
100616			
100617			
100618			
100619			
100620			
100701			
100702			
100703			
100704			
100705			
100706			
100707			
100708			
100709			
100710			
100711			
100712			
100713			
100714			
100715			
100716			
100717			
100718			
100719			
100720			
100801			
100802			
100803			
100804			
100805			
100806			
100807			
100808			
100809			
100810			
100811			
100812			
100813			
100814			
100815			
100816			
100817			
100818			
100819			
100820			
100901			
100902			
100903			
100904			
100905			
100906			
100907			
100908			
100909			
100910			
100911			
100912			
100913			
100914			
100915			
100916			
100917			
100918			
100919			
100920			
101001			
101002			
101003			
101004			
101005			
101006			
101007			
101008			
101009			
101010			
101011			
101012			
101013			
101014			
101015			
101016			
101017			
101018			
101019			
101020			
101101			
101102			
101103			
101104			
101105			
101106			
101107			
101108			
101109			
101110			
101111			
101112			
101113			
101114			
101115			
101116			
101117			
101118			
101119			
101120			
101201			
101202			
101203			
101204			
101205			
101206			
101207			
101208			
101209			
101210			
101211			
101212			
101213			
101214			
101215			
101216			
101217			
101218			
101219			
101220			
101301			
101302			
101303			
101304			
101305			
101306			
101307			
101308			
101309			
101310			
101311			
101312			
101313			
101314			
101315			
101316			
101317			
101318			
101319			
101320			
101401			
101402			
101403			
101404			
101405			
101406			
101407			
101408			
101409			
101410			
101411			
101412			
101413			
101414			
101415			
101416			
101417			
101418			
101419			
101420			
101501			
101502			
101503			
101504			
101505			
101506			
101507			
101508			
101509			
101510			
101511			
101512			
101513			
101514			
101515			
101516			
101517			
101518			
101519			
101520			
101601			
101602			
101603			
101604			
101605			
101606			
101607			
101608			
101609			
101610			
101611			
101612			
101613			
101614			
101615			
101616			
101617			
101618			
101619			
101620			
101701			
101702			
101703			
101704			
101705			
101706			
101707			
101708			
101709			
101710			
101711			
101712			
101713			
101714			
101715			
101716			
101717			
101718			
101719			
101720			
101801			
101802			
101803			
101804			
101805			
101806			
101807			
101808			
101809			
101810			
101811			
101812			
101813			
101814			
101815			
101816			
101817			
101818			
101819			
101820			
101901			
101902			
101903			
101904			
101905			
101906			
101907			
