int	string
id	月卡名称
id	name
1001	Monthly Pass
1002	Monthly Pass
1003	Monthly Pass
1004	Monthly Pass
1005	Monthly Pass
1006	Monthly Pass
1007	Monthly Pass
1008	Monthly Pass
1009	Monthly Pass
1010	Monthly Pass
1011	Monthly Pass
1012	Monthly Pass
1013	Monthly Pass
1014	Monthly Pass
1015	Monthly Pass
1016	Monthly Pass
1017	Monthly Pass
1018	Monthly Pass
1019	Monthly Pass
1020	Monthly Pass
1021	Monthly Pass
1022	Monthly Pass
1023	Monthly Pass
1024	Monthly Pass
2001	Supreme Monthly Pass
2002	Supreme Monthly Pass
2003	Supreme Monthly Pass
2004	Supreme Monthly Pass
2005	Supreme Monthly Pass
2006	Supreme Monthly Pass
2007	Supreme Monthly Pass
2008	Supreme Monthly Pass
2009	Supreme Monthly Pass
2010	Supreme Monthly Pass
2011	Supreme Monthly Pass
2012	Supreme Monthly Pass
2013	Supreme Monthly Pass
2014	Supreme Monthly Pass
2015	Supreme Monthly Pass
2016	Supreme Monthly Pass
2017	Supreme Monthly Pass
2018	Supreme Monthly Pass
2019	Supreme Monthly Pass
2020	Supreme Monthly Pass
2021	Supreme Monthly Pass
2022	Supreme Monthly Pass
2023	Supreme Monthly Pass
2024	Supreme Monthly Pass
