int	string	string
ID	Key	值
id	key	value
1	cannotRecharge	You need to link your account before you can complete this purchase
2	cannotRechargeNoIos	IAP is not available for now
3	rechargeError	Order uncompleted, please try again
4	systemTip	Syetem Notice
5	LangSelectMsg	Effective after restarting the game
6	FunNoOpen	Coming Soon
7	ButtonSelect	SELECT
8	ButtonOk	OK
9	ButtonCannel	CANCEL
10	ButtonYes	YES
11	ButtonNo	NO
12	Complete	Complete
13	Disable	Disabled
14	Lock	Locked
15	TitleTip	Tip
16	ErorNoInitProto	Initialize network
17	ErorRequestServerList	Request server list failed
18	ErorAccountFrozen	Account frozen
19	ErorAccountDropped	Account disabled
20	TipEnterRoleName	Enter your name
21	ErrorNameEmpty	Name is empty
22	ErrorContentEmpty	Content is empty
23	ErrorNameUsed	Name already taken
24	ErrorHttpSendFail	Request Failed
25	HttpTimeOut	Time out! Current setting time is {0}
26	AlertTextBuyActor	Are you sure to spend {0} {1} to increase actor amount?
27	AlertTextScountActor	Are you sure you want to spend {0} {1} to recruit?
28	ToastTextItemNotEnough	Insufficient {0}
29	ToastTextItemNotEnough2	Insufficient {0} {1}
30	AfterToScountActor	Increase 1 searching time after {0}
31	AfterToClearNoseTimes	Our scout has already left work today, you can sent them out after {0}. |n| You can also spend one magnifier to do it now
32	ScountActor	Recruiting
33	ActorMax	Recruiting amount reached max
34	HideActorMax	Hidden actor amount reached max, you can update your company or Green Room
35	DisHideAllActor	Can't hide all actor
36	DisHideActorInUse	Can't hide actor who's in filming
37	SureHideActor	Are you sure you want to hide {0}
38	ActorWillLeave	These actors will leave in {0}
39	ActorWillLeave1	Time Remaining:
40	SureResetActors	Are you sure you want to refresh?
41	CostToResetActors	Are you sure you want to spend magnifier to refresh?
42	ResetNose	Refresh
43	TalentText	Agency
44	HiddenText	Hide
45	TalentTimes	Recruitable
46	UnlockSkill	Actor reaches Lv.{0}
47	AlertNoseActor	Are you sure you want to spend {0} {1} to recruit?
48	CanScountActorNums	Recruitable: {0}/{1}
49	SrcActorName	Oringinal Name: {0}
50	Lv	Lv.{0}
51	LVDot	LV.{0}
52	CurNextLv	Lv.{0}/[color=#488fc1]Lv.{1}[/color]
53	UpgradeNeedGold	Upgrade costs: {0} Coin
54	Upgrade	Upgrade
55	RemainTimes	Remaining: {0}/{1}
56	CanScountActor	Recruitable:
57	CanHideActorNums	Hidden {0}/{1}
58	ActorTrain	Train
59	ActorTabBase	Basic
60	ActorTabSkill	Skill
61	ActorTabAsset	Property
62	ActorTabExport	Adept
63	ActorTabAgent	Assistant
64	PopularValue	Popularity
65	RewardTitle	Reward
66	HideActor	Hide Actor
67	HideActorDesc	Hidden actors can't go to work, you can reactivate them here
68	RenameForActor	Rename Actor
69	Rename	OK
70	Sure	RECRUIT
71	Num	{0}
72	RenameDefault	OK
73	He	him
74	She	her
75	NewActorJoin	New Actor Signed!
76	NoseSuccess	Recruit Succeed
77	SameActorJoin	Same name already exist!
78	SureUseDefaultName	Use original name?
79	RenameAnGoodName	Choose an unique name for {0}!
80	NameDisNull	Name is empty
81	Input4toNumChar	Enter 4-{0} characters
82	NoseActor	Recruit
83	AliveAcotr	Are you sure you want to spend {0} {1} to revive this actor?
84	Hour	hr
85	Minute	min
86	Second	sec
87	Input1toNumChar	Enter 1-{0} characters
88	ActorRecoverToDealAsset	Converted into fragments and property
89	NoForzen	No Hidden Actor
90	ChooseSendAssetNum	Choose amount of property you want to sent
91	GetAssetToGetProp	Once every {0}
92	LoyaltyText	Loyalty
93	NeedLoyalty	Requires loyalty Lv.{0}
94	LvUpMax	Reached max level
95	UpLvLimit	Raise Max Level
96	LvUpTo	To raise {0}'s max level from{1} to {2} requires
97	Send	Send
98	ExpertStory	Adept Script
99	ExpertCharacter	Adept Character
100	ExpertType	Adept Type
101	SendAssetMax	Amount reached max
102	LvMax	Reached max level
103	SkillLvMaxTip	Reached max skill level
104	ExpCosts	Exp cost
105	SkillExpNotEnough	Insufficient skill exp
106	GetRandomTrainAttr	Increasing two attributes randomly
107	CompanyTodayTrain	Remaining:
108	ActorCanUseTrain	Available training times:
109	ActorAutoVisit	Auto-receive
110	ActorBreakToLv	This actor's max level is now {0}
111	CompanyTodayTrainMax	You've trained too much times today~ have a rest!
112	ActorTrainMax	This actor is tired~ let's continue tomorrow!
113	TrainCompleteRightNow	Finish Now
114	HaveAgentCanComplete	Unlock after hiring a secretary
115	HaveAgentCanAutoRead	Unlock after hiring a secretary
116	AutoRead	Auto-approve
117	HaveAgentCanAutoPublicize	Unlock after hiring a secretary
118	TrainOpen	Need to cover {0}
119	SkillOpen	Requires company Lv.{0}
120	AssetOpen	Requires company Lv.{0}
121	CompanySignAcotr	{0} signed a new actor!
122	ActorUpgradeAssetCount	Increase {0} to actor's max amount of property
123	Use	USE
124	AssetSendMax	Reached max amount
125	AssetSendMaxToExpend	Upgrade or use a loyalty medal to rise gift amount limit
126	AssetExpend	Increase max amount
127	AssetChooseCardNum	Select amount
128	AssetArtistUpgrade	Upgrade
129	AssetUseCard	Use Item
130	ActorSkillExp	Skill exp: {0}
131	age	Age
132	sex	Gender
133	country	Nationality
134	type	Type
135	OldName	Oringinal Name:
136	Level	Lv.
137	RenameTip	Do you want to give me a stage name?
138	DiamondTrain	Training via diamonds
139	DiamondMustBeMax	(will definitely gain best result)
140	PropertyTipMsg	You can resolve/compound property in depot
141	ClickAnyWhereToClose	Tap anywhere to continue
142	Year	Year
143	Month	Month
144	Day	Date
145	MaxLevel	Max
146	SecondBuyArtistMsg	You already signed this actor, would you like to cost {0} {1} to sign contract again? (This contract will convert into contract and property)
147	TrainOpenLv	Requires actor Lv.{0}
148	RelieveArtist	Activate
149	FilmProficiencyTitle	Actor's Proficiency
150	FilmSelectActorTitle	Select Actor
151	FilmCostViewTitle	Total Cost
152	PleaseSelectActor	Select Actor
153	ActorForFilmTitle	Actor Fit
154	FilmTypeSelectTitle	Select Type
155	CurMarketTip	Current Market Survey
156	FilmNoticeTitle	Select Activity
157	FilmSQViewTitle	Attributes
158	CinemaSelectionTitle	Select Theater
159	FeedBackTitle	Media Ratings
160	AudienceReputationTitle	Audience Review
161	SysTipTitle	System Notice
162	AllTempTip	Can't cast with extras only
163	RefrushStory	Refresh Screenplay
164	RefrushStoryTip	Are you sure to refresh screenplay? It'll cost you {0} {1}, you can refresh {2} today.
165	RefrushStoryTipOver	Refresh Limit Reached
166	NoStoryList	No script found
167	ChangeStoryName	Rename script
168	StoryNameLimit	Length within {0}
169	SelectTypeNone	Select Type
170	NoticeScore	{0}
171	CostFree	Free
172	SYNTH	OK
173	Play	Play as:
174	NoAttAdd	No Attribution
175	NameLV	{0}|n|Lv.{1}
176	FilmActor	Play as: {0}
177	FilmProficiency	Proficiency Lv.{0}: +{1}
178	FilmAverage	Average: {0}
179	sexMan	Male
180	sexWomen	Female
181	sexChild	Child
182	TotalFilm	Total box-office: {0}
183	filmOverMarketTip1	Our movie's box-office increases [color=#d6621d]&nbsp;{0}%&nbsp;[/color] due to current market favor, more than  [color=#d6621d]&nbsp;{1}%&nbsp;[/color] audience like this story very much!
184	filmOverMarketTip2	and  [color=#d6621d]&nbsp;{0}%&nbsp;[/color] thinks [color=#d6621d]&nbsp;{1}&nbsp;[/color] suits this story perfect
185	filmOverMarketTip3	There's more
186	filmOverMarketTip4	Now
187	filmJiesuanWin	Earning: |n|+ {0}%
