int	string
属性ID	中文名称
id	name
1	Average
2	Good
3	Great
4	Teriffic
5	Epic
6	Perfect
1101	Female
1102	Male
1201	US
1202	EU
1203	AS
1301	1
1302	2
1303	3
1304	4
1305	5
1306	6
1401	Skilled
1402	Idol
1501	Young
1502	Mature
1601	Scene
1602	Perform
1603	Plot
1604	Art
1605	Entertain
1701	War
1702	Sci-Fi
1703	Modern
1704	Motivational
1705	Crime
1706	Fantasy
1707	Espionage
1708	Adventure
1709	Epic
1710	Disaster
1801	Heroic
1802	Ghost
1803	Ethical
1804	Romance
1805	History
1806	Spacial
1807	Apocalypse
1808	Revenge
1809	Gangster
1810	Art
1811	Monster
1812	School
1813	Political
1814	Robot
1815	Survival
1816	Road
1817	Gunfire
1818	Racing
1819	Medieval
1820	Legend
1901	Soldier
1902	Youth
1903	Clever
1904	Attractive
1905	Playboy
1906	Artist
1907	Strong
1908	Student
1909	Nobility
1910	Leader
1911	Criminal
1912	Clergy
1913	Superhero
1914	Police
1915	Tycoon
1916	Chivalry
1917	Funny
1918	Pirate
1919	Mercenary
1920	Cruel
1921	Seasoned
1922	Intelligent
1923	Villain
1924	Driver
1925	Sniper
1926	Fighter
1927	Eloquent
1928	Loyal
1929	Foolish
1930	Crazy
1931	Depressed
1932	Sexy
1933	Teacher
1934	Tough
1935	Lover
1936	Gambler
1937	Spy
1938	Amnesiac
1939	Doctor
1940	Greedy
1941	Senior
1942	Innocent
1943	Conspirator
1944	Kid Star
1945	Degenerate
1946	Scholar
1947	Reporter
1948	Fighting
1949	Politician
2001	Male
2002	Female
2003	Children
2101	Lead
2102	Lead
2103	Lead
2104	Co-star
2105	Co-star
2106	Co-star
2107	Villain
2201	Musical
2202	Romance
2203	Comedy
2204	Drama
2205	Action
2206	Horror
2207	Cartoon
2208	Suspense
2301	Secondary_attibute
2302	Main_attribute
2401	Odd_upgrade
2402	Even_upgrade
2501	Block Rank1
2502	Block Rank2
2503	Block Rank3
2504	Block Rank4
2505	Block Rank5
2506	Block Rank6
2507	Block Rank7
2508	Block Rank8
2509	Block Rank9
2510	Block Rank10
2511	City Rank1
2512	City Rank2
2513	City Rank3
2514	City Rank4
2515	City Rank5
2516	City Rank6
2517	City Rank7
2518	City Rank8
2519	City Rank9
2520	City Rank10
2521	Country Rank1
2522	Country Rank2
2523	Country Rank3
2524	Country Rank4
2525	Country Rank5
2526	Country Rank6
2527	Country Rank7
2528	Country Rank8
2529	Country Rank9
2530	Country Rank10
2531	Global Rank1
2532	Global Rank2
2533	Global Rank3
2534	Global Rank4
2535	Global Rank5
2536	Global Rank6
2537	Global Rank7
2538	Global Rank8
2539	Global Rank9
2540	Global Rank10
2601	Musical_exp
2602	Romance_exp
2603	Comedy_exp
2604	Drama_exp
2605	Action_exp
2606	Horror_exp
2607	Cartoon_exp
2608	Suspense _exp
